Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,DateSurvey,EmployeeID,Attrition,retirementDate,retirementType,resignationReason
35,Travel_Rarely,Sales,2,1,Technical Degree,1,4028,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,2015-12-31,4028,4.0,2.0,3.0,2015-12-31,,,,,
45,Travel_Rarely,Research & Development,3,3,Medical,1,4029,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,2015-12-31,4029,2.0,4.0,2.0,2015-12-31,,,,,
36,Travel_Frequently,Research & Development,5,3,Medical,1,4030,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,2015-12-31,4030,2.0,4.0,2.0,2015-12-31,,,,,
40,Travel_Rarely,Research & Development,3,3,Other,1,4031,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,2015-12-31,4031,1.0,,3.0,2015-12-31,,,,,
26,Travel_Rarely,Research & Development,26,2,Life Sciences,1,4032,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,2015-12-31,4032,2.0,3.0,2.0,2015-12-31,,,,,
27,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4033,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,2015-12-31,4033,1.0,3.0,2.0,2015-12-31,,,,,
48,Travel_Frequently,Research & Development,2,3,Life Sciences,1,4034,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,2015-12-31,4034,4.0,4.0,3.0,2015-12-31,,,,,
44,Travel_Rarely,Sales,1,2,Medical,1,4035,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,2015-12-31,4035,2.0,1.0,3.0,2015-12-31,,,,,
34,Non-Travel,Research & Development,27,2,Life Sciences,1,8446,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,2015-12-31,8446,4.0,1.0,3.0,2015-12-31,,,,,
56,Travel_Rarely,Human Resources,1,2,Medical,1,8447,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,2015-12-31,8447,1.0,4.0,3.0,2015-12-31,,,,,
36,Travel_Rarely,Research & Development,13,3,Technical Degree,1,4038,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,2015-12-31,4038,3.0,2.0,1.0,2015-12-31,,,,,
41,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4039,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,2015-12-31,4039,3.0,2.0,3.0,2015-12-31,,,,,
42,Travel_Rarely,Research & Development,7,3,Technical Degree,1,4040,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,2015-12-31,4040,3.0,1.0,4.0,2015-12-31,,,,,
31,Travel_Rarely,Sales,9,4,Life Sciences,1,4041,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,2015-12-31,4041,3.0,4.0,3.0,2015-12-31,,,,,
34,Travel_Rarely,Research & Development,8,1,Life Sciences,1,4042,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,2015-12-31,4042,4.0,4.0,2.0,2015-12-31,,,,,
31,Travel_Rarely,Sales,25,2,Life Sciences,1,4043,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,2015-12-31,4043,1.0,3.0,2.0,2015-12-31,,,,,
26,Travel_Frequently,Sales,16,2,Life Sciences,1,4044,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,2015-12-31,4044,3.0,4.0,3.0,2015-12-31,,,,,
45,Travel_Frequently,Research & Development,8,4,Life Sciences,1,4045,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,2015-12-31,4045,2.0,3.0,3.0,2015-12-31,,,,,
33,Travel_Rarely,Sales,1,3,Life Sciences,1,4046,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,2015-12-31,4046,2.0,3.0,2.0,2015-12-31,,,,,
28,Travel_Frequently,Sales,8,3,Life Sciences,1,4047,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,2015-12-31,4047,3.0,4.0,3.0,2015-12-31,,,,,
29,Travel_Frequently,Human Resources,2,4,Human Resources,1,8458,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,2015-12-31,8458,3.0,1.0,3.0,2015-12-31,,,,,
39,Non-Travel,Research & Development,8,5,Medical,1,4049,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,2015-12-31,4049,1.0,3.0,3.0,2015-12-31,,,,,
27,Travel_Rarely,Sales,3,2,Technical Degree,1,4050,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,2015-12-31,4050,2.0,2.0,2.0,2015-12-31,,,,,
34,Travel_Frequently,Research & Development,9,4,Life Sciences,1,4051,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,2015-12-31,4051,3.0,4.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,8462,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,2015-12-31,8462,4.0,3.0,3.0,2015-12-31,,,,,
47,Non-Travel,Research & Development,1,4,Medical,1,4053,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,2015-12-31,4053,3.0,2.0,4.0,2015-12-31,,,,,
56,Travel_Rarely,Research & Development,4,3,Technical Degree,1,4054,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,2015-12-31,4054,4.0,1.0,3.0,2015-12-31,,,,,
39,Travel_Rarely,Research & Development,1,3,Other,1,4055,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,2015-12-31,4055,1.0,1.0,3.0,2015-12-31,,,,,
38,Travel_Frequently,Research & Development,4,2,Medical,1,4056,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,2015-12-31,4056,4.0,2.0,3.0,2015-12-31,,,,,
58,Travel_Rarely,Sales,5,3,Marketing,1,4057,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,2015-12-31,4057,4.0,4.0,2.0,2015-12-31,,,,,
32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,8468,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,2015-12-31,8468,1.0,3.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,4059,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,2015-12-31,4059,2.0,4.0,4.0,2015-12-31,,,,,
49,Travel_Frequently,Sales,11,4,Life Sciences,1,4060,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,2015-12-31,4060,2.0,4.0,3.0,2015-12-31,,,,,
42,Travel_Rarely,Sales,1,3,Life Sciences,1,4061,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,2015-12-31,4061,2.0,4.0,3.0,2015-12-31,,,,,
27,Travel_Frequently,Sales,8,1,Life Sciences,1,8472,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,2015-12-31,8472,1.0,2.0,3.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,25,1,Medical,1,4063,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,2015-12-31,4063,2.0,1.0,1.0,2015-12-31,,,,,
28,Non-Travel,Research & Development,21,1,Medical,1,4064,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,2015-12-31,4064,3.0,3.0,2.0,2015-12-31,,,,,
31,Non-Travel,Sales,23,1,Medical,1,4065,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,2015-12-31,4065,3.0,1.0,4.0,2015-12-31,,,,,
36,Non-Travel,Research & Development,1,3,Life Sciences,1,4066,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,2015-12-31,4066,1.0,2.0,3.0,2015-12-31,,,,,
34,Travel_Rarely,Sales,2,3,Marketing,1,4067,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,2015-12-31,4067,1.0,4.0,2.0,2015-12-31,,,,,
34,Travel_Rarely,Research & Development,19,3,Technical Degree,1,4068,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,2015-12-31,4068,4.0,3.0,2.0,2015-12-31,,,,,
26,Travel_Rarely,Research & Development,2,2,Life Sciences,1,4069,Male,2,Research Scientist,Single,20800,0.0,Y,13,8,0,8.0,6,7,7,6,2015-12-31,4069,3.0,1.0,2.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,2,4,Other,1,4070,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2,2015-12-31,4070,1.0,1.0,2.0,2015-12-31,,,,,
32,Non-Travel,Research & Development,3,1,Life Sciences,1,4071,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,2015-12-31,4071,3.0,4.0,3.0,2015-12-31,,,,,
31,Travel_Frequently,Research & Development,25,5,Technical Degree,1,4072,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7,2015-12-31,4072,4.0,1.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Sales,7,5,Life Sciences,1,8483,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,2015-12-31,8483,3.0,4.0,2.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,9,2,Technical Degree,1,4074,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,2015-12-31,4074,1.0,1.0,2.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4075,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,2015-12-31,4075,3.0,4.0,3.0,2015-12-31,,,,,
27,Travel_Rarely,Sales,2,3,Life Sciences,1,4076,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,2015-12-31,4076,4.0,4.0,3.0,2015-12-31,,,,,
32,Travel_Rarely,Research & Development,8,1,Medical,1,4077,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,2015-12-31,4077,4.0,4.0,3.0,2015-12-31,,,,,
31,Travel_Frequently,Research & Development,2,1,Other,1,8488,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,2015-12-31,8488,1.0,4.0,3.0,2015-12-31,,,,,
53,Travel_Rarely,Research & Development,18,3,Medical,1,8489,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,2015-12-31,8489,1.0,1.0,2.0,2015-12-31,,,,,
54,Travel_Rarely,Research & Development,14,3,Other,1,4080,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,2015-12-31,4080,1.0,3.0,2.0,2015-12-31,,,,,
33,Travel_Frequently,Research & Development,2,4,Medical,1,4081,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,2015-12-31,4081,4.0,3.0,3.0,2015-12-31,,,,,
43,Travel_Rarely,Research & Development,3,3,Medical,1,4082,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,2015-12-31,4082,1.0,3.0,3.0,2015-12-31,,,,,
38,Travel_Frequently,Research & Development,2,5,Medical,1,4083,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,2015-12-31,4083,4.0,2.0,3.0,2015-12-31,,,,,
55,Travel_Rarely,Sales,9,3,Marketing,1,4084,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,2015-12-31,4084,3.0,2.0,3.0,2015-12-31,,,,,
31,Travel_Rarely,Sales,6,3,Other,1,4085,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,2015-12-31,4085,4.0,4.0,3.0,2015-12-31,,,,,
39,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4086,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2015-12-31,4086,2.0,1.0,3.0,2015-12-31,,,,,
42,Non-Travel,Research & Development,10,4,Life Sciences,1,4087,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,2015-12-31,4087,4.0,3.0,3.0,2015-12-31,,,,,
31,Non-Travel,Research & Development,14,2,Life Sciences,1,4088,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,2015-12-31,4088,3.0,3.0,4.0,2015-12-31,,,,,
54,Travel_Rarely,Research & Development,1,3,Medical,1,4089,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,2015-12-31,4089,3.0,1.0,3.0,2015-12-31,,,,,
24,Travel_Rarely,Research & Development,5,4,Other,1,4090,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,2015-12-31,4090,2.0,3.0,2.0,2015-12-31,,,,,
23,Travel_Rarely,Research & Development,7,3,Life Sciences,1,4091,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,2015-12-31,4091,4.0,4.0,4.0,2015-12-31,,,,,
40,Travel_Frequently,Research & Development,21,3,Medical,1,4092,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,2015-12-31,4092,4.0,3.0,4.0,2015-12-31,,,,,
40,Travel_Rarely,Research & Development,8,1,Medical,1,4093,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2015-12-31,4093,2.0,2.0,3.0,2015-12-31,,,,,
25,Travel_Rarely,Sales,20,5,Medical,1,4094,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,2015-12-31,4094,3.0,2.0,3.0,2015-12-31,,,,,
30,Travel_Rarely,Human Resources,20,4,Life Sciences,1,4095,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,2015-12-31,4095,4.0,2.0,2.0,2015-12-31,,,,,
25,Travel_Rarely,Research & Development,7,2,Medical,1,4096,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,2015-12-31,4096,4.0,3.0,2.0,2015-12-31,,,,,
47,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4097,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,2015-12-31,4097,1.0,3.0,3.0,2015-12-31,,,,,
33,Non-Travel,Research & Development,1,3,Life Sciences,1,4098,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,2015-12-31,4098,2.0,3.0,2.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,19,3,Life Sciences,1,4099,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,2015-12-31,4099,4.0,2.0,3.0,2015-12-31,,,,,
31,Travel_Rarely,Research & Development,10,4,Medical,1,4100,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,2015-12-31,4100,1.0,3.0,3.0,2015-12-31,,,,,
38,Travel_Frequently,Research & Development,1,4,Other,1,4101,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,2015-12-31,4101,1.0,3.0,3.0,2015-12-31,,,,,
42,Travel_Rarely,Research & Development,6,3,Medical,1,4102,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,2015-12-31,4102,4.0,1.0,2.0,2015-12-31,,,,,
41,Travel_Rarely,Sales,2,2,Medical,1,4103,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,2015-12-31,4103,4.0,4.0,3.0,2015-12-31,,,,,
47,Non-Travel,Research & Development,21,2,Medical,1,4104,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12,2015-12-31,4104,3.0,2.0,1.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4105,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2,2015-12-31,4105,4.0,3.0,3.0,2015-12-31,,,,,
22,Travel_Rarely,Human Resources,12,1,Human Resources,1,4106,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2,2015-12-31,4106,4.0,3.0,4.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,9,3,Medical,1,4107,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8,2015-12-31,4107,2.0,3.0,3.0,2015-12-31,,,,,
33,Travel_Rarely,Sales,3,4,Medical,1,4108,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1,2015-12-31,4108,2.0,4.0,3.0,2015-12-31,,,,,
32,Travel_Rarely,Research & Development,3,2,Technical Degree,1,4109,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,2015-12-31,4109,3.0,2.0,3.0,2015-12-31,,,,,
40,Travel_Rarely,Research & Development,1,4,Medical,1,4110,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,2015-12-31,4110,1.0,4.0,2.0,2015-12-31,,,,,
32,Travel_Rarely,Research & Development,1,2,Medical,1,4111,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,2015-12-31,4111,2.0,2.0,3.0,2015-12-31,,,,,
39,Travel_Rarely,Research & Development,4,4,Life Sciences,1,4112,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,2015-12-31,4112,1.0,4.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Sales,20,4,Medical,1,4113,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,2015-12-31,4113,2.0,3.0,3.0,2015-12-31,,,,,
32,Travel_Rarely,Research & Development,18,3,Life Sciences,1,4114,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,2015-12-31,4114,3.0,4.0,3.0,2015-12-31,,,,,
37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4115,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,2015-12-31,4115,3.0,4.0,3.0,2015-12-31,,,,,
25,Travel_Rarely,Research & Development,2,4,Medical,1,4116,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4,2015-12-31,4116,1.0,3.0,2.0,2015-12-31,,,,,
52,Non-Travel,Research & Development,2,4,Other,1,4117,Male,1,Manager,Divorced,46140,2.0,Y,16,8,1,16.0,3,9,0,0,2015-12-31,4117,1.0,4.0,,2015-12-31,,,,,
44,Travel_Rarely,Research & Development,8,1,Life Sciences,1,4118,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2,2015-12-31,4118,2.0,4.0,3.0,2015-12-31,,,,,
21,Travel_Rarely,Sales,10,5,Medical,1,4119,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2,2015-12-31,4119,3.0,1.0,3.0,2015-12-31,,,,,
39,Non-Travel,Research & Development,3,4,Life Sciences,1,4120,Female,2,Research Director,Single,47240,2.0,Y,12,8,1,21.0,4,6,1,3,2015-12-31,4120,4.0,4.0,2.0,2015-12-31,,,,,
23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,8531,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,2015-12-31,8531,4.0,1.0,2.0,2015-12-31,,,,,
36,Travel_Rarely,Research & Development,24,3,Life Sciences,1,4122,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4,2015-12-31,4122,1.0,4.0,3.0,2015-12-31,,,,,
36,Travel_Frequently,Research & Development,16,1,Medical,1,4123,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,2015-12-31,4123,4.0,2.0,3.0,2015-12-31,,,,,
56,Non-Travel,Research & Development,8,1,Life Sciences,1,4124,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9,2015-12-31,4124,3.0,3.0,2.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,9,4,Medical,1,8535,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,2015-12-31,8535,1.0,4.0,4.0,2015-12-31,,,,,
42,Travel_Rarely,Research & Development,17,1,Life Sciences,1,4126,Male,3,Research Scientist,Married,99980,5.0,Y,24,8,2,24.0,3,22,4,14,2015-12-31,4126,1.0,3.0,2.0,2015-12-31,,,,,
56,Travel_Rarely,Sales,10,4,Other,1,8537,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8,2015-12-31,8537,4.0,3.0,1.0,2015-12-31,,,,,
41,Travel_Rarely,Research & Development,13,4,Life Sciences,1,4128,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,2015-12-31,4128,1.0,2.0,3.0,2015-12-31,,,,,
34,Travel_Rarely,Sales,1,3,Medical,1,4129,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7,2015-12-31,4129,4.0,3.0,3.0,2015-12-31,,,,,
36,Non-Travel,Sales,1,1,Medical,1,4130,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,2015-12-31,4130,4.0,4.0,2.0,2015-12-31,,,,,
41,Travel_Rarely,Research & Development,1,5,Medical,1,4131,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4,2015-12-31,4131,3.0,2.0,3.0,2015-12-31,,,,,
32,Travel_Rarely,Sales,9,4,Life Sciences,1,4132,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2,2015-12-31,4132,4.0,1.0,3.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,16,3,Medical,1,4133,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,2015-12-31,4133,3.0,4.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,23,3,Medical,1,4134,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,2015-12-31,4134,1.0,4.0,3.0,2015-12-31,,,,,
50,Travel_Frequently,Sales,4,2,Life Sciences,1,8545,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,2015-12-31,8545,2.0,3.0,3.0,2015-12-31,,,,,
36,Travel_Rarely,Research & Development,22,4,Life Sciences,1,4136,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0,2015-12-31,4136,2.0,4.0,2.0,2015-12-31,,,,,
45,Travel_Rarely,Sales,24,3,Life Sciences,1,4137,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1,2015-12-31,4137,4.0,3.0,3.0,2015-12-31,,,,,
40,Travel_Rarely,Sales,10,4,Life Sciences,1,4138,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,2015-12-31,4138,3.0,3.0,3.0,2015-12-31,,,,,
35,Travel_Frequently,Sales,7,2,Life Sciences,1,4139,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2,2015-12-31,4139,3.0,3.0,4.0,2015-12-31,,,,,
40,Travel_Rarely,Research & Development,17,4,Life Sciences,1,4140,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,2015-12-31,4140,3.0,3.0,3.0,2015-12-31,,,,,
35,Travel_Rarely,Human Resources,14,1,Life Sciences,1,4141,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,2015-12-31,4141,3.0,4.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,1,3,Medical,1,4142,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3,2015-12-31,4142,4.0,2.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,5,3,Medical,1,4143,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,2015-12-31,4143,4.0,1.0,1.0,2015-12-31,,,,,
50,Travel_Rarely,Research & Development,17,3,Medical,1,8554,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0,2015-12-31,8554,4.0,1.0,3.0,2015-12-31,,,,,
39,Travel_Rarely,Sales,25,3,Medical,1,4145,Male,2,Sales Executive,Married,197010,0.0,Y,11,8,0,21.0,3,20,9,6,2015-12-31,4145,2.0,4.0,2.0,2015-12-31,,,,,
31,Non-Travel,Research & Development,8,4,Life Sciences,1,4146,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7,2015-12-31,4146,2.0,1.0,3.0,2015-12-31,,,,,
26,Travel_Rarely,Research & Development,11,4,Medical,1,4147,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0,2015-12-31,4147,4.0,3.0,3.0,2015-12-31,,,,,
36,Travel_Frequently,Research & Development,5,1,Technical Degree,1,4148,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,2015-12-31,4148,3.0,4.0,3.0,2015-12-31,,,,,
39,Travel_Rarely,Research & Development,2,1,Medical,1,4149,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,2015-12-31,4149,4.0,1.0,3.0,2015-12-31,,,,,
27,Travel_Rarely,Research & Development,8,2,Medical,1,4150,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3,2015-12-31,4150,2.0,2.0,3.0,2015-12-31,,,,,
49,Travel_Frequently,Research & Development,6,1,Medical,1,4151,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8,2015-12-31,4151,4.0,2.0,2.0,2015-12-31,,,,,
34,Travel_Rarely,Sales,4,3,Medical,1,4152,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,2015-12-31,4152,2.0,3.0,4.0,2015-12-31,,,,,
41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,8563,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5,2015-12-31,8563,2.0,4.0,1.0,2015-12-31,,,,,
